batch_path,label,case_id,final_iteration,convergence_iteration,converged,final_overshoot,final_steady_state_error,demonstration_protocol,stop_reason,analysis_horizon,failed_next_llm_call,max_iterations
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_024_example_K_0.83_T_211,1,1.0,True,0.0,0.0020000000000131024,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_025_example_K_0.69_T_320,1,1.0,True,0.0,0.0020000000000131024,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_026_example_K_0.69_T_143,1,1.0,True,0.21700000000000053,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_027_example_K_0.47_T_312,1,,False,36.473,0.0,perturbed_imc_delay_stratified_v1,max_iterations,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_028_example_K_0.37_T_346,1,1.0,True,9.909999999999997,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_029_example_K_0.49_T_533,1,1.0,True,2.1519999999999984,0.0034700000000276177,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_030_example_K_0.86_T_426,1,1.0,True,9.11900000000001,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_031_example_K_0.82_T_257,1,1.0,True,0.02500000000000835,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_032_example_K_0.31_T_123,1,1.0,True,10.301999999999989,0.0,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_033_example_K_0.68_T_208,1,1.0,True,0.0,0.02975000000000616,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_034_example_K_0.62_T_413,1,,False,26.12000000000001,0.0013099999999877099,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_035_example_K_0.82_T_313,1,1.0,True,0.0,0.08048999999998863,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
runs\first_order_100_qwen3_7_plus,Qwen3.7-Plus,group_036_example_K_0.74_T_421,1,1.0,True,0.30600000000000627,0.0009999999999843467,perturbed_imc_delay_stratified_v1,success_threshold,1,,1
